데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-04-01 14:13,ICW0W2100499,2,0,1415,4117,22.6,34,69,69
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-01 14:13,ICW0W2100497,5000,2100,1338,65,24.5,24,53,28
2024-04-01 14:17,ICW0W2100491,13,7,560,401,24.3,13,58,84
2024-04-01 14:13,ICW0W2100485,10,3,651,0,23.5,24,63,98
2024-04-01 14:13,ICW0W2100481,7,2,1150,3833,24,33,59,73
2024-04-01 14:13,ICW0W2100479,25,9,737,116,24.8,20,58,91
2024-04-01 14:13,ICW0W2100489,3,1,60,4,23.7,21,59,100
2024-04-01 14:13,ICW0W2100467,7,2,,6000,23.1,15,84,60
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-04-01 14:13,ICW0W2100462,7,2,14,310,23.7,25,65,98
2024-04-01 14:13,ICW0W2100460,4,1,1048,0,21.9,22,66,93
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-04-01 14:13,ICW0W2100455,9,2,1419,5284,26,26,60,63
2024-04-01 14:13,ICW0W2000512,17,6,646,1883,24.5,22,58,73
2024-04-01 14:13,ICW0W2001000,18,11,354,68,18.6,29,61,97
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-04-01 14:13,ICW0W2000951,13,3,467,346,24.6,24,58,92
2024-04-01 14:13,ICW0W2000956,6,4,1438,2081,19.3,41,52,78
2024-04-01 14:13,ICW0W2000996,19,17,503,225,23,24,54,93
2024-04-01 14:13,ICW0W2000991,18,11,537,149,20.6,25,56,95
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-04-01 14:13,ICW0W2000983,1,1,103,130,18.8,28,60,100
2024-04-01 14:13,ICW0W2000955,9,6,620,196,19.6,26,64,96
2024-04-01 14:13,ICW0W2000987,3,2,785,196,21.3,27,59,96
2024-04-01 14:13,ICW0W2000978,21,11,455,39,17.2,23,52,94
2024-04-01 14:13,ICW0W2000922,6,2,492,115,22.8,26,60,98
2024-04-01 14:13,ICW0W2000926,6,2,307,754,26.9,25,52,83
2024-04-01 14:13,ICW0W2000977,17,10,1192,1826,22,30,52,74
2024-04-01 14:13,ICW0W2000933,16,5,703,249,22.7,22,53,94
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-04-01 14:13,ICW0W2000973,8,5,651,1091,20.6,24,52,78
2024-04-01 14:13,ICW0W2000972,8,5,879,219,22,20,52,94
2024-04-01 14:13,ICW0W2000968,6,4,907,1726,27,19,56,70
2024-04-01 14:13,ICW0W2000944,2,1,1150,653,20.2,32,71,84
2024-04-01 14:13,ICW0W2000964,19,12,668,198,20.7,20,61,93
2024-04-01 14:13,ICW0W2000924,30,9,454,73,20,18,69,93
2024-04-01 14:13,ICW0W2000505,4,1,622,118,24.2,25,57,95
2024-04-01 14:13,V01T1623100,52,23,579,125,23.6,16,44,88
2024-04-01 14:13,V01T1623130,10,5,551,136,20.4,25,31,97
2024-04-01 14:13,V01T1623129,13,6,637,157,24.9,21,32,93
2024-04-01 14:13,V01T1623123,11,5,494,142,21.9,20,30,97
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-04-01 14:12,V01T1623118,1,1,505,267,25,18,46,90
2024-03-29 8:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-04-01 14:13,V01T1623116,48,21,2500,526,19.4,22,42,72
2024-04-01 14:13,V01T1623113,27,13,991,143,24.7,20,53,89
2024-04-01 14:13,V01T1623112,19,9,720,202,24.6,15,40,87
2024-04-01 14:13,V01T1623109,42,19,2362,163,13.5,31,42,64
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-04-01 14:13,V01T1623105,7,3,458,283,21.7,14,30,93
2024-04-01 14:13,V01T1623102,1,1,895,271,26.5,12,40,89
2024-04-01 14:13,ICW0W2000503,1,0,797,531,26.4,25,55,86
2024-04-01 9:56,ICW0W2000455,9,2,188,76,19.1,31,71,100
2024-04-01 14:13,ICW0W2000447,6,1,1086,219,21.2,30,63,90
2024-04-01 14:13,ICW0W2000459,13,4,520,39,19.3,21,46,98
2024-04-01 14:13,ICW0W2000507,2,1,607,193,19.6,29,47,97
2024-04-01 14:13,ICW0W2000501,6,2,705,166,20.7,26,71,96
2024-04-01 14:13,ICW0W2000500,4,2,2500,1113,25.7,24,62,67
2024-04-01 14:13,ICW0W2000380,19,5,621,113,18.5,27,54,96
2024-04-01 14:13,ICW0W2000275,7,2,571,98,17.5,34,50,95
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-04-01 14:13,ICW0W2000287,10,2,1028,75,24,24,52,92
2024-04-01 14:13,ICW0W2000398,24,8,347,2,21,17,57,95
2024-04-01 14:13,ICW0W2000974,3,1,1210,1720,20,29,60,76
2024-04-01 14:13,ICW0W2000248,23,6,1766,19,22.9,17,65,76
2024-04-01 14:13,ICW0W2000262,15,4,550,23,18.6,31,59,98
2024-04-01 14:12,ICW0W2100488,16,5,423,151,24.1,14,64,91
2024-04-01 14:12,ICW0W2100506,16,5,94,20,31,10,57,87
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-01 14:12,ICW0W2100579,8,2,0,326,28.2,18,70,88
2024-04-01 14:14,ICW0W2100562,23,12,602,935,25.7,13,60,73
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-04-01 16:49,ICW0W2100488,15,5,567,531,23.6,16,67,85
2024-04-01 16:49,ICW0W2100506,13,5,443,38,23.8,16,63,95
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-01 16:49,ICW0W2100579,3,1,0,285,29.1,13,62,89
2024-04-01 16:51,ICW0W2100562,13,6,631,2930,26.6,12,60,68
2024-04-01 16:49,ICW0W2100560,18,6,491,5985,24.3,15,58,62
2024-04-01 16:49,ICW0W2100549,8,2,960,206,20.6,25,71,94
2024-04-01 16:49,ICW0W2100509,14,5,230,6000,23.7,24,81,69
2024-04-01 16:49,ICW0W2100499,5,1,637,4929,22.9,24,70,71
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-01 16:49,ICW0W2100497,151,63,676,34,24,16,62,69
2024-04-01 16:53,ICW0W2100491,6,3,912,60000,24.3,19,82,53
2024-04-01 16:49,ICW0W2100485,24,7,1555,0,23.8,32,81,80
2024-04-01 16:49,ICW0W2100481,25,9,631,6000,22.8,23,58,66
2024-04-01 16:49,ICW0W2100479,21,7,603,44,24.9,19,64,90
2024-04-01 16:49,ICW0W2100489,7,2,32,3,23.7,19,60,99
2024-04-01 16:49,ICW0W2100467,9,3,,5850,22.9,16,70,60
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-04-01 16:49,ICW0W2100462,11,3,245,742,23.9,19,60,83
2024-04-01 16:25,ICW0W2100460,6,2,1503,0,22.6,27,73,82
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-04-01 16:49,ICW0W2100455,6,1,1645,0,24.8,29,70,79
2024-04-01 16:49,ICW0W2000512,14,5,604,261,25.6,21,62,91
2024-04-01 16:49,ICW0W2001000,15,10,267,107,18.2,31,56,97
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-04-01 16:49,ICW0W2000951,21,5,578,6000,25.4,29,67,64
2024-04-01 16:49,ICW0W2000956,6,3,1276,1923,19.4,40,54,81
2024-04-01 16:49,ICW0W2000996,17,15,409,0,23.6,18,62,94
2024-04-01 16:49,ICW0W2000991,10,5,547,91,20.3,22,70,97
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-04-01 16:49,ICW0W2000983,14,8,253,8,17.9,18,67,93
2024-04-01 16:49,ICW0W2000955,17,10,532,42,20.1,20,67,96
2024-04-01 16:49,ICW0W2000987,3,2,1234,286,22.9,28,59,86
2024-04-01 16:49,ICW0W2000978,12,7,520,113,17.6,25,52,94
2024-04-01 16:49,ICW0W2000922,8,2,360,490,23.1,22,63,91
2024-04-01 16:49,ICW0W2000926,3,1,63,114,26.7,21,51,98
2024-04-01 16:49,ICW0W2000977,12,7,548,240,22.3,23,68,95
2024-04-01 16:49,ICW0W2000933,12,3,424,6000,22.8,19,70,66
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-04-01 16:49,ICW0W2000973,4,3,602,609,20.7,25,59,87
2024-04-01 16:49,ICW0W2000972,10,5,751,110,21.9,19,58,93
2024-04-01 16:49,ICW0W2000968,10,6,553,54,26.8,15,75,92
2024-04-01 16:44,ICW0W2000944,4,3,655,163,20.7,29,76,97
2024-04-01 16:49,ICW0W2000964,21,13,630,82,20.1,18,73,92
2024-04-01 16:49,ICW0W2000924,17,5,520,33,21.1,20,66,98
2024-04-01 16:49,ICW0W2000505,5,2,1110,412,23.7,28,72,88
2024-04-01 16:11,V01T1623100,47,21,392,186,22.5,15,35,89
2024-04-01 16:49,V01T1623130,8,4,683,190,19.7,25,32,96
2024-04-01 16:49,V01T1623129,36,17,723,156,25.4,21,35,88
2024-04-01 16:49,V01T1623123,35,16,593,168,22.2,20,30,92
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-04-01 16:48,V01T1623118,1,1,467,131,24.8,14,31,93
2024-03-29 8:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-04-01 16:49,V01T1623116,32,15,2500,580,21.3,24,35,73
2024-04-01 16:35,V01T1623113,33,15,629,144,26.1,14,47,87
2024-04-01 16:49,V01T1623112,52,23,1065,612,28.2,21,36,73
2024-04-01 16:49,V01T1623109,36,16,2359,235,13.2,36,42,68
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-04-01 16:49,V01T1623105,3,1,499,284,22.1,14,33,93
2024-04-01 15:50,V01T1623102,1,1,1098,600,26.6,14,41,80
2024-04-01 16:49,ICW0W2000503,1,0,894,578,26,29,58,84
2024-04-01 9:56,ICW0W2000455,9,2,188,76,19.1,31,71,100
2024-04-01 16:49,ICW0W2000447,6,1,2023,798,21.9,35,65,78
2024-04-01 16:49,ICW0W2000459,15,5,505,89,19.1,22,48,97
2024-04-01 16:49,ICW0W2000507,1,0,641,440,19.7,29,48,91
2024-04-01 16:49,ICW0W2000501,5,1,1291,234,22.6,30,65,85
2024-04-01 16:49,ICW0W2000500,7,3,2500,0,24.7,21,62,76
2024-04-01 16:49,ICW0W2000380,14,4,399,28,19.7,20,68,99
2024-04-01 16:49,ICW0W2000275,13,4,559,55,18.9,31,50,98
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-04-01 16:49,ICW0W2000287,9,2,1310,118,23.3,27,50,85
2024-04-01 16:49,ICW0W2000398,14,5,330,0,20.1,16,60,96
2024-04-01 16:49,ICW0W2000974,6,4,975,6000,20,28,58,67
2024-04-01 16:49,ICW0W2000248,16,4,1739,7,24,14,66,77
2024-04-01 16:49,ICW0W2000262,16,4,764,35,18.4,34,57,97
2024-04-01 16:48,ICW0W2100488,15,5,579,571,23.6,16,65,84
2024-04-01 16:48,ICW0W2100506,13,5,436,38,23.8,16,63,95
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-01 16:48,ICW0W2100579,3,1,0,280,29,13,70,89
2024-04-01 16:50,ICW0W2100562,14,6,647,3289,26.6,12,58,67
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-04-02 8:59,ICW0W2100481,14,5,629,6000,21.9,28,67,67
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-02 8:59,ICW0W2100579,23,8,0,182,23,16,58,94
2024-04-02 9:01,ICW0W2100562,32,16,675,1818,22.2,17,81,71
2024-04-02 8:59,ICW0W2100560,26,9,536,6000,23.8,18,67,63
2024-04-02 8:59,ICW0W2100549,10,4,399,49,18.2,27,64,99
2024-04-02 8:59,ICW0W2100509,23,8,20,4728,21.3,21,80,72
2024-04-02 8:59,ICW0W2100506,2,0,26,18,27.5,13,61,92
2024-04-02 8:59,ICW0W2100499,3,1,847,806,22.4,31,72,83
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-02 8:59,ICW0W2100497,200,84,531,24,20.1,20,71,68
2024-04-02 9:03,ICW0W2100491,18,10,699,477,21.8,18,83,85
2024-04-02 8:59,ICW0W2100489,8,2,29,22,22.2,24,73,100
2024-04-02 8:59,ICW0W2100488,34,13,399,43,21.8,15,74,92
2024-04-02 8:59,ICW0W2100485,29,10,578,0,22.1,23,69,96
2024-04-02 9:00,ICW0W2100479,21,7,571,32,23.7,19,73,94
2024-04-02 8:59,ICW0W2100467,10,3,,6000,22,19,83,60
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-04-02 8:59,ICW0W2100462,24,8,240,63,21.8,23,68,98
2024-04-02 8:59,ICW0W2100460,6,2,621,0,21.7,26,81,99
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-04-02 8:59,ICW0W2100455,17,6,931,0,23.9,25,66,96
2024-04-02 8:59,ICW0W2001000,16,10,58,29,17.5,27,58,96
2024-04-02 8:59,ICW0W2000996,26,23,507,50,21.2,25,65,94
2024-04-02 8:59,ICW0W2000991,23,14,641,179,19.1,25,72,93
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-04-02 8:59,ICW0W2000987,18,11,546,75,22.2,23,62,96
2024-04-02 8:59,ICW0W2000983,13,8,101,105,15.5,29,66,92
2024-04-02 8:59,ICW0W2000978,20,12,489,412,16.7,26,44,87
2024-04-02 8:59,ICW0W2000977,23,14,564,157,21.5,24,71,94
2024-04-02 8:59,ICW0W2000974,44,26,610,120,16.9,26,65,88
2024-04-02 8:59,ICW0W2000973,1,1,510,957,19.5,30,66,81
2024-04-02 8:59,ICW0W2000972,24,14,538,51,20.6,20,68,95
2024-04-02 8:53,ICW0W2000968,6,4,604,470,26.5,19,64,84
2024-04-02 8:59,ICW0W2000964,34,22,616,182,17.8,23,78,88
2024-04-02 8:59,ICW0W2000956,13,8,699,300,19.1,35,67,97
2024-04-02 8:59,ICW0W2000955,27,18,530,233,16,26,65,89
2024-04-02 8:59,ICW0W2000951,39,11,357,32,22.9,23,68,96
2024-04-02 8:59,ICW0W2000944,24,15,334,13,17.1,26,61,94
2024-04-02 8:59,ICW0W2000933,32,10,401,21,19.5,23,55,96
2024-04-02 8:59,ICW0W2000926,8,2,24,86,26.6,22,54,98
2024-04-02 8:59,ICW0W2000924,21,6,535,19,19.8,24,57,97
2024-04-02 8:59,ICW0W2000922,12,4,405,86,22,30,69,98
2024-04-02 8:59,V01T1623130,8,4,448,142,17.5,26,30,95
2024-04-02 8:59,V01T1623129,13,6,677,125,22.6,25,32,96
2024-04-02 8:59,V01T1623123,23,11,515,126,21.1,22,30,95
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-04-02 8:58,V01T1623118,1,1,456,127,19.8,19,30,96
2024-03-29 8:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-04-02 8:59,V01T1623116,35,16,2500,125,18.9,30,36,75
2024-04-02 8:59,V01T1623113,48,21,494,161,26.9,13,31,86
2024-04-02 8:59,V01T1623112,10,5,499,146,24.5,23,30,94
2024-04-02 8:59,V01T1623109,47,21,2362,126,12.9,39,44,68
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-04-02 8:59,V01T1623105,12,6,455,151,20.2,19,30,94
2024-04-02 8:59,V01T1623102,8,4,616,126,26.6,12,30,91
2024-04-02 8:59,V01T1623100,37,17,392,166,22.7,18,30,90
2024-04-02 8:59,ICW0W2000512,20,7,701,48,24.3,23,69,93
2024-04-02 8:59,ICW0W2000507,4,2,637,40,19.2,28,48,98
2024-04-02 8:59,ICW0W2000505,8,3,461,259,18,29,55,96
2024-04-02 8:59,ICW0W2000503,2,0,472,1209,18.3,32,46,80
2024-04-02 8:59,ICW0W2000501,7,2,422,514,19.3,28,47,90
2024-04-02 8:59,ICW0W2000500,12,7,2500,99,19.1,27,62,78
2024-04-02 8:59,ICW0W2000459,21,7,619,71,18.3,27,56,96
2024-04-02 8:59,ICW0W2000455,18,6,260,80,20.8,29,56,98
2024-04-02 8:59,ICW0W2000447,7,2,377,211,20.6,26,48,97
2024-04-02 8:59,ICW0W2000398,33,10,611,92,19.7,25,67,94
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-04-02 8:59,ICW0W2000380,11,3,333,357,18.1,32,44,95
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-04-02 8:59,ICW0W2000287,27,6,404,30,18.6,25,48,97
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-04-02 8:59,ICW0W2000275,5,1,547,183,18.1,38,50,100
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-04-02 8:59,ICW0W2000262,28,8,470,18,16.8,30,61,94
2024-04-02 8:59,ICW0W2000248,6,1,1882,144,20.2,26,65,80
2024-04-02 8:58,ICW0W2100481,14,5,609,6000,21.9,28,63,68
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-02 8:58,ICW0W2100579,21,8,0,188,22.9,16,61,95
2024-04-02 9:00,ICW0W2100562,32,16,674,6888,22.1,17,74,60
2024-04-02 8:58,ICW0W2100560,25,9,530,6000,23.8,18,67,64
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-04-02 11:00,ICW0W2100488,39,15,408,51,23.6,15,73,92
2024-04-02 11:00,ICW0W2100506,0,0,36,12,21.5,18,62,100
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-02 11:00,ICW0W2100579,22,8,0,188,25.4,15,57,92
2024-04-02 11:02,ICW0W2100562,27,14,705,1316,24.5,18,58,69
2024-04-02 11:00,ICW0W2100560,20,7,605,6000,24.4,20,58,64
2024-04-02 11:00,ICW0W2100549,20,7,652,61,18.8,28,74,96
2024-04-02 11:00,ICW0W2100509,33,11,235,5190,22.9,23,78,69
2024-04-02 11:00,ICW0W2100499,20,7,864,723,22.7,28,76,83
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-02 11:00,ICW0W2100497,205,85,975,43,23.4,21,77,66
2024-04-02 11:04,ICW0W2100491,27,15,817,1075,25.4,17,79,69
2024-04-02 11:00,ICW0W2100485,35,12,1420,0,23.6,30,74,81
2024-04-02 11:00,ICW0W2100481,8,2,1918,6000,23,34,70,63
2024-04-02 11:01,ICW0W2100479,41,15,553,66,26.3,18,72,87
2024-04-02 11:00,ICW0W2100489,25,9,66,2,22.6,20,74,99
2024-04-02 11:00,ICW0W2100467,21,7,,6000,23.4,22,84,61
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-04-02 11:00,ICW0W2100462,40,14,199,100,23.9,21,62,95
2024-04-02 11:00,ICW0W2100460,37,12,523,0,22.8,23,69,95
2024-02-27 19:25,ICW0W2100459,83,34,514,44,19.9,26,66,88
2024-02-28 10:22,ICW0W2100457,12,4,1423,123,18.1,35,67,86
2024-04-02 11:00,ICW0W2100455,38,13,527,549,26.2,18,72,79
2024-04-02 11:00,ICW0W2000512,35,13,670,6000,24,24,68,65
2024-04-02 11:00,ICW0W2001000,18,11,36,78,18.9,28,61,99
2024-02-27 11:02,ICW0W2000263,15,3,430,42,20.9,24,65,99
2024-04-02 11:00,ICW0W2000951,44,13,373,598,24.3,26,65,82
2024-04-02 11:00,ICW0W2000956,12,7,1318,523,21.4,37,50,85
2024-04-02 11:00,ICW0W2000996,19,17,639,876,22.9,26,58,79
2024-04-02 11:00,ICW0W2000991,46,29,748,901,20.5,27,59,76
2024-02-20 14:27,ICW0W2000990,3,2,1052,6645,21,34,63,71
2024-04-02 11:00,ICW0W2000983,0,0,103,137,15.6,31,61,94
2024-04-02 11:00,ICW0W2000955,29,19,663,196,17.3,29,67,89
2024-04-02 11:00,ICW0W2000987,27,17,846,133,22.9,25,60,92
2024-04-02 11:00,ICW0W2000978,26,16,499,156,17.3,26,49,91
2024-04-02 11:00,ICW0W2000922,18,6,387,158,23.1,29,63,97
2024-04-02 11:00,ICW0W2000926,29,10,325,418,27,24,50,87
2024-04-02 11:00,ICW0W2000977,23,14,766,3158,22.5,27,78,71
2024-04-02 11:00,ICW0W2000933,32,10,470,19,22.1,22,53,96
2024-03-13 8:57,ICW0W2000373,68,18,521,107,15.3,34,69,84
2024-04-02 11:00,ICW0W2000973,13,8,692,604,20.6,31,53,86
2024-04-02 11:00,ICW0W2000972,18,11,793,156,21.9,21,54,94
2024-04-02 11:00,ICW0W2000968,24,15,602,190,26.7,18,65,87
2024-04-02 11:00,ICW0W2000944,15,9,1103,140,21.1,31,57,89
2024-04-02 11:00,ICW0W2000964,40,25,615,128,20.3,24,78,91
2024-04-02 11:00,ICW0W2000924,130,44,798,77,20.8,26,83,78
2024-04-02 11:00,ICW0W2000505,11,4,496,68,25.3,22,56,95
2024-04-02 11:00,V01T1623100,371,76,1122,492,25.1,22,44,55
2024-04-02 11:00,V01T1623130,1,1,507,147,25.9,18,30,92
2024-04-02 11:00,V01T1623129,33,15,601,185,23.9,22,35,92
2024-04-02 11:00,V01T1623123,52,23,704,170,22.5,22,42,90
2024-03-13 15:23,V01T1623121,55,24,426,132,18,22,43,92
2024-04-02 10:59,V01T1623118,13,6,439,129,21.6,19,35,94
2024-03-29 8:06,V01T1623117,177,49,522,133,19.8,26,46,74
2024-04-02 11:00,V01T1623116,42,19,2500,183,21.2,31,53,73
2024-04-02 11:00,V01T1623113,36,16,502,170,26.9,13,32,86
2024-04-02 11:00,V01T1623112,9,4,488,136,24.4,19,32,91
2024-04-02 11:00,V01T1623109,52,23,2362,141,13.6,35,41,67
2024-03-14 8:08,V01T1623108,39,18,623,125,20.3,26,33,92
2024-04-02 11:00,V01T1623105,37,17,450,156,20.5,19,30,90
2024-04-02 11:00,V01T1623102,1,1,613,125,26.6,13,31,92
2024-04-02 11:00,ICW0W2000503,18,5,773,143,19.3,31,72,95
2024-04-02 11:00,ICW0W2000455,21,7,234,100,20.6,30,64,98
2024-04-02 11:00,ICW0W2000447,19,7,426,74,21.4,25,52,97
2024-04-02 11:00,ICW0W2000459,26,9,924,125,19.3,28,61,93
2024-04-02 11:00,ICW0W2000507,5,3,795,84,24,26,52,97
2024-04-02 11:00,ICW0W2000501,16,6,456,15,20.3,25,55,98
2024-04-02 11:00,ICW0W2000500,13,7,2500,275,24.4,25,64,73
2024-04-02 11:00,ICW0W2000380,47,15,545,2502,20,29,57,72
2024-04-02 11:00,ICW0W2000275,4,1,590,188,18.5,37,50,100
2024-03-31 18:00,ICW0W2000388,4,1,418,150,18.2,34,47,99
2024-01-15 14:01,ICW0W2000381,8,2,2500,123,26,15,53,72
2024-03-21 16:09,ICW0W2000382,16,5,500,0,23.3,20,63,98
2023-12-01 13:35,ICW0W2000285,23,4,921,1027,14.7,22,61,70
2024-04-02 11:00,ICW0W2000287,11,3,567,138,23.7,22,52,97
2024-04-02 11:00,ICW0W2000398,39,13,655,101,20.4,24,61,93
2024-04-02 11:00,ICW0W2000974,41,25,617,214,18.2,27,55,90
2024-04-02 11:00,ICW0W2000248,37,11,1837,25,21.1,21,64,78
2024-04-02 11:00,ICW0W2000262,35,10,510,31,19.5,29,62,95
2024-04-02 10:59,ICW0W2100488,39,14,419,52,23.6,15,75,92
2024-04-02 10:59,ICW0W2100506,0,0,33,12,21.5,18,62,100
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-02 10:59,ICW0W2100579,23,9,0,161,25.3,15,57,92
2024-04-02 11:01,ICW0W2100562,29,15,708,1248,24.5,18,62,69
데이터 시간,시리얼번호,미세먼지(/),초미세먼지(/),이산화탄소(ppm),휘발성유기화합물(ppb),온도(C),습도(%),소음(dB),통합실내지수
2024-04-02 14:11,ICW0W2100481,22,8,650,488,23.1,26,62,88
2024-03-14 9:08,ICW0W2100587,55,20,392,6000,24.8,23,69,62
2024-03-29 10:41,ICW0W2100582,89,21,682,148,21.2,33,80,86
2024-04-02 14:11,ICW0W2100579,8,3,0,236,28.4,14,79,89
2024-04-02 14:13,ICW0W2100562,26,14,634,894,26,16,57,73
2024-04-02 14:11,ICW0W2100560,16,5,566,6000,25,18,56,62
2024-04-02 14:11,ICW0W2100549,24,9,1183,156,22.2,27,72,86
2024-04-02 14:11,ICW0W2100509,14,5,181,6000,23.5,25,60,69
2024-04-02 14:11,ICW0W2100506,42,16,79,14,30.8,9,63,83
2024-04-02 14:11,ICW0W2100499,10,4,950,4319,23,30,73,70
2024-03-19 13:26,ICW0W2100498,36,13,1781,645,24.5,41,86,77
2024-04-02 14:11,ICW0W2100497,159,66,1293,90,26.1,22,54,60
2024-04-02 14:15,ICW0W2100491,19,10,727,768,27.2,15,75,72
2024-04-02 14:11,ICW0W2100489,13,5,36,9,24,22,60,100
2024-04-02 14:11,ICW0W2100488,29,10,458,171,23.8,16,74,91
2024-04-02 14:11,ICW0W2100485,49,16,978,0,23.9,32,62,92
2024-04-02 14:11,ICW0W2100479,27,10,399,17,26,13,57,91
2024-04-02 14:11,ICW0W2100467,20,7,,6000,24.1,17,74,55
2024-02-17 23:27,ICW0W2100466,24,9,516,366,19.9,31,55,92
2024-03-18 14:19,ICW0W2100463,33,10,791,935,22.7,21,71,77
2024-04-02 14:11,ICW0W2100462,10,3,245,341,25.2,22,57,93
